"Plot Title: OrchardWatch-North"
"#","Date Time, GMT-04:00","south_wet, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South)","a11_wet, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A11)","a11_temp, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A11)","a16_temp, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A16)","a16_wet, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A16)","south_temp, °F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South air @ 6 feet)","south_g_temp, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South G)","south_g_wet, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South G)","south_y_temp, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South Y)","south_y_wet, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South Y)","north_temp, °F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North air)","north_e_temp, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North E-air)","north_e_leaf, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North E-leaf)","north_m_wet, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North M-leaf)","north_m_temp, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North M-air)","north_wet, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North OW-N leaf)","north_x_temp, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North X-air)","north_x_leaf, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North X-leaf)"
257,04/28/22 04:00:00 PM,1.200000,3.500000,52.494167,50.869167,0.950000,51.380,50.848333,2.950000,51.081667,2.900000,50.650,50.891667,4.100000,0.650000,51.654167,0.600000,52.544167,1.250000
258,04/28/22 05:00:00 PM,1.200000,3.250000,52.076667,50.189167,0.600000,50.606,50.354167,2.900000,50.497500,2.900000,50.478,50.447500,4.100000,0.550000,51.492500,0.650000,52.010000,1.200000
259,04/28/22 06:00:00 PM,1.200000,2.900000,51.017500,49.118333,0.600000,49.357,49.175833,2.900000,48.966667,2.441667,49.072,49.198333,4.050000,0.400000,49.720833,0.600000,50.564167,1.200000
260,04/28/22 07:00:00 PM,0.950000,2.900000,47.940833,47.068333,0.600000,47.031,46.911667,2.775000,47.055833,2.400000,46.677,47.024167,3.650000,0.000000,45.972500,0.350000,46.695833,0.700000
261,04/28/22 08:00:00 PM,0.650000,2.900000,44.362500,44.475833,0.550000,44.406,43.941667,2.483333,44.753333,2.400000,43.302,44.235000,3.500000,0.000000,41.791667,0.000000,43.226667,0.600000
262,04/28/22 09:00:00 PM,0.600000,2.900000,42.931667,43.153333,0.550000,43.132,42.742500,2.441667,43.379167,2.400000,42.337,43.050000,3.500000,0.000000,40.570000,0.000000,41.657500,0.600000
263,04/28/22 10:00:00 PM,0.600000,2.900000,41.557500,42.153333,0.350000,41.982,41.782500,2.441667,42.170833,2.400000,41.606,41.523333,3.500000,0.000000,39.544167,0.000000,40.900000,0.600000
264,04/28/22 11:00:00 PM,0.600000,2.900000,36.689167,38.845833,0.000000,39.046,39.067500,2.400000,38.085833,2.250000,38.485,38.611667,3.500000,0.000000,39.186667,0.000000,37.507500,0.600000
265,04/29/22 12:00:00 AM,0.600000,2.900000,35.129167,37.335833,0.000000,37.260,37.005833,2.400000,36.117500,2.150000,36.823,36.905000,3.450000,0.000000,37.494167,0.000000,34.831667,0.600000
266,04/29/22 01:00:00 AM,0.600000,2.858333,33.285000,36.235000,0.000000,36.217,36.375000,2.400000,34.920000,2.300000,35.875,35.775833,3.450000,0.000000,36.719167,0.000000,33.794167,0.600000
267,04/29/22 02:00:00 AM,0.600000,2.900000,31.863333,35.637500,0.000000,36.148,35.881667,2.400000,34.570000,2.250000,36.032,34.992500,3.400000,0.000000,36.860000,0.000000,33.294167,0.600000
268,04/29/22 03:00:00 AM,0.600000,2.716667,32.747500,35.448333,0.000000,35.893,35.620833,2.400000,34.260833,2.150000,36.045,34.970000,3.300000,0.000000,36.382500,0.000000,34.035000,0.600000
269,04/29/22 04:00:00 AM,0.550000,2.816667,32.905833,35.175000,0.000000,34.999,34.661667,2.441667,34.124167,2.000000,35.055,34.076667,3.150000,0.000000,35.170833,0.000000,33.171667,0.600000
270,04/29/22 05:00:00 AM,0.350000,2.650000,32.182500,34.231667,0.000000,33.895,33.876667,2.400000,33.704167,1.800000,34.093,33.234167,2.950000,0.000000,33.660833,0.000000,32.056667,0.500000
271,04/29/22 06:00:00 AM,0.450000,2.733333,31.666667,32.542500,0.000000,32.597,32.629167,2.400000,32.397500,1.850000,32.540,31.968333,3.000000,0.000000,32.257500,0.000000,30.743333,0.600000
272,04/29/22 07:00:00 AM,0.650000,2.950000,36.012500,36.561667,0.450000,36.823,35.144167,2.400000,37.114167,2.400000,36.011,35.950833,3.500000,0.000000,34.844167,0.000000,36.090833,0.850000
273,04/29/22 08:00:00 AM,1.150000,3.200000,40.926667,39.998333,0.600000,40.224,38.820000,2.650000,40.582500,2.483333,39.781,39.593333,3.800000,0.000000,38.470833,0.250000,40.795833,1.150000
274,04/29/22 09:00:00 AM,1.200000,3.500000,45.157500,43.696667,0.600000,43.989,42.740833,2.900000,44.102500,2.691667,43.515,43.307500,4.100000,0.300000,43.655000,0.600000,45.014167,1.200000
275,04/29/22 10:00:00 AM,1.200000,3.500000,48.381667,46.930833,0.650000,47.243,46.248333,2.900000,47.605833,2.900000,47.078,46.670833,4.100000,0.600000,47.532500,0.600000,48.767500,1.350000
276,04/29/22 11:00:00 AM,1.200000,3.500000,50.570833,49.415000,0.850000,49.808,49.120833,2.900000,49.772500,2.900000,49.640,49.304167,4.100000,0.600000,50.337500,0.600000,51.505000,1.450000
277,04/29/22 12:00:00 PM,1.250000,3.500000,53.483333,51.901667,1.000000,52.082,51.543333,2.950000,52.326667,2.900000,52.070,51.512500,4.100000,0.600000,52.305000,0.650000,53.546667,1.500000
278,04/29/22 01:00:00 PM,1.250000,3.500000,55.145833,53.292500,0.950000,53.817,53.157500,2.900000,53.663333,2.900000,53.677,53.131667,4.100000,0.600000,55.078333,0.650000,55.628333,1.450000
279,04/29/22 02:00:00 PM,1.550000,3.500000,56.738333,54.760000,0.950000,55.612,54.713333,2.950000,55.389167,2.900000,55.248,54.683333,4.200000,0.650000,56.451667,0.750000,57.150833,1.500000
280,04/29/22 03:00:00 PM,1.200000,3.500000,58.698333,55.295000,0.850000,55.648,55.541667,2.950000,56.104167,2.733333,55.740,55.230000,4.100000,0.650000,58.154167,0.650000,58.712500,1.350000
281,04/29/22 04:00:00 PM,1.200000,3.500000,59.111667,55.595000,0.700000,55.925,55.495833,2.900000,56.358333,2.900000,55.802,55.653333,4.100000,0.600000,58.359167,0.600000,58.845000,1.200000
282,04/29/22 05:00:00 PM,1.200000,3.350000,57.253333,53.966667,0.600000,54.412,53.845000,2.900000,54.552500,2.775000,54.113,54.194167,4.100000,0.600000,56.368333,0.600000,57.077500,1.200000
283,04/29/22 06:00:00 PM,1.200000,2.950000,54.219167,52.225000,0.600000,52.483,51.975833,2.900000,52.391667,2.483333,52.002,52.218333,4.000000,0.300000,52.715833,0.600000,53.736667,1.200000
284,04/29/22 07:00:00 PM,0.850000,2.900000,50.558333,49.885833,0.600000,50.001,49.605000,2.775000,50.013333,2.400000,49.304,49.860833,3.650000,0.000000,48.710833,0.250000,49.374167,0.650000
285,04/29/22 08:00:00 PM,0.600000,2.900000,48.540000,48.418333,0.350000,48.512,47.992500,2.441667,48.674167,2.400000,47.532,48.334167,3.500000,0.000000,45.935833,0.000000,47.290833,0.600000
286,04/29/22 09:00:00 PM,0.600000,2.816667,46.426667,47.174167,0.050000,47.113,46.911667,2.400000,47.373333,2.400000,46.605,46.612500,3.500000,0.000000,44.693333,0.000000,45.846667,0.600000
287,04/29/22 10:00:00 PM,0.600000,2.441667,44.087500,44.681667,0.000000,44.466,44.723333,2.400000,45.223333,2.250000,43.182,43.860833,3.250000,0.000000,41.686667,0.000000,41.989167,0.600000
288,04/29/22 11:00:00 PM,0.600000,2.441667,42.215833,42.870833,0.000000,42.895,43.747500,2.400000,42.878333,1.950000,42.297,41.560833,3.050000,0.000000,40.621667,0.000000,39.321667,0.600000
289,04/30/22 12:00:00 AM,0.600000,2.400000,41.149167,43.101667,0.000000,42.914,42.793333,2.400000,43.108333,2.150000,41.807,42.635000,3.500000,0.000000,40.000000,0.000000,40.411667,0.600000
290,04/30/22 01:00:00 AM,0.600000,2.400000,39.407500,41.525833,0.000000,41.097,41.775833,2.400000,41.017500,1.800000,40.884,40.853333,3.300000,0.000000,39.699167,0.000000,38.890833,0.600000
291,04/30/22 02:00:00 AM,0.600000,2.400000,38.263333,39.375000,0.000000,39.398,40.213333,2.400000,38.857500,1.900000,39.594,38.989167,3.200000,0.000000,39.254167,0.000000,37.005833,0.450000
292,04/30/22 03:00:00 AM,0.450000,2.400000,37.729167,39.660833,0.000000,39.385,39.859167,2.400000,39.193333,1.850000,38.799,38.671667,3.050000,0.000000,37.619167,0.000000,36.241667,0.500000
293,04/30/22 04:00:00 AM,0.500000,2.400000,36.412500,37.005000,0.000000,37.261,38.137500,2.400000,36.024167,1.800000,37.122,36.203333,2.950000,0.000000,36.945000,0.000000,34.863333,0.500000
294,04/30/22 05:00:00 AM,0.400000,2.400000,35.010833,35.183333,0.000000,35.571,37.281667,2.400000,34.286667,1.800000,36.421,35.478333,2.950000,0.000000,36.760000,0.000000,34.021667,0.600000
295,04/30/22 06:00:00 AM,0.500000,2.608333,34.740000,34.672500,0.000000,35.572,35.871667,2.350000,34.880000,1.950000,35.855,35.325000,3.350000,0.000000,35.669167,0.000000,34.047500,0.550000
296,04/30/22 07:00:00 AM,1.000000,3.000000,41.313333,41.040833,0.450000,41.532,39.595000,2.525000,41.593333,2.441667,40.940,40.766667,3.750000,0.000000,38.808333,0.350000,40.898333,1.150000
297,04/30/22 08:00:00 AM,1.200000,3.500000,46.782500,45.885000,0.650000,45.944,44.392500,2.900000,46.325833,2.816667,45.340,45.248333,4.100000,0.100000,44.134167,0.600000,46.371667,1.200000
298,04/30/22 09:00:00 AM,1.200000,3.500000,50.190000,47.650833,0.750000,48.107,46.958333,2.900000,48.125000,2.775000,47.563,47.470833,4.100000,0.600000,47.696667,0.600000,49.894167,1.350000
299,04/30/22 10:00:00 AM,1.250000,3.500000,52.770833,50.753333,0.900000,51.412,50.286667,2.900000,51.139167,2.900000,51.258,50.525000,4.100000,0.600000,52.304167,0.600000,52.850833,1.450000
300,04/30/22 11:00:00 AM,1.700000,3.600000,55.944167,53.204167,1.200000,53.816,53.124167,3.300000,54.068333,2.950000,53.574,53.290000,4.600000,0.850000,55.106667,0.850000,55.800000,1.600000
301,04/30/22 12:00:00 PM,1.700000,4.050000,58.492500,55.096667,1.200000,55.620,55.395833,3.400000,55.715000,2.900000,55.847,55.547500,4.650000,1.200000,58.794167,1.150000,58.853333,1.800000
302,04/30/22 01:00:00 PM,1.800000,3.950000,59.939167,56.939167,1.200000,57.838,57.526667,3.500000,57.342500,2.900000,57.519,57.120833,4.700000,1.200000,60.517500,1.200000,60.715833,1.800000
303,04/30/22 02:00:00 PM,1.800000,3.900000,60.769167,57.913333,1.200000,58.639,58.410833,3.450000,58.421667,2.900000,58.564,58.512500,4.600000,1.150000,61.325833,1.200000,61.390833,1.850000
304,04/30/22 03:00:00 PM,1.650000,3.900000,62.555000,59.108333,1.200000,59.489,59.186667,3.300000,59.708333,2.900000,59.356,59.364167,4.500000,0.850000,60.889167,1.100000,62.190833,1.800000
305,04/30/22 04:00:00 PM,1.800000,3.650000,64.740833,61.001667,1.200000,61.517,61.387500,3.500000,62.139167,2.900000,61.537,61.596667,4.650000,0.650000,62.991667,1.200000,64.285000,1.800000
306,04/30/22 05:00:00 PM,1.800000,3.500000,63.173333,60.871667,1.150000,61.422,60.980833,3.350000,61.556667,2.900000,61.396,61.004167,4.400000,0.600000,62.004167,1.200000,62.968333,1.700000
307,04/30/22 06:00:00 PM,1.500000,3.500000,61.750000,59.526667,0.850000,59.762,59.678333,3.050000,59.420833,2.900000,59.597,59.538333,4.150000,0.600000,60.502500,0.800000,61.355833,1.700000
308,04/30/22 07:00:00 PM,1.200000,3.300000,57.540833,56.292500,0.600000,56.249,56.125833,2.900000,56.264167,2.650000,55.525,56.423333,4.050000,0.400000,55.607500,0.600000,55.775833,1.100000
309,04/30/22 08:00:00 PM,1.200000,2.900000,52.640000,52.819167,0.600000,52.549,52.906667,2.900000,53.120833,2.400000,51.211,51.824167,3.700000,0.000000,49.608333,0.600000,49.914167,0.950000
310,04/30/22 09:00:00 PM,1.150000,2.900000,51.243333,51.980833,0.600000,51.226,52.333333,2.900000,51.180000,2.400000,50.904,50.078333,3.600000,0.000000,48.767500,0.600000,48.505000,0.950000
311,04/30/22 10:00:00 PM,0.950000,2.900000,48.723333,50.328333,0.600000,49.438,50.705000,2.858333,49.530000,2.400000,49.554,48.050833,3.650000,0.000000,47.558333,0.550000,46.640833,0.900000
312,04/30/22 11:00:00 PM,0.700000,2.900000,45.899167,46.757500,0.550000,46.199,47.471667,2.608333,46.699167,2.400000,46.136,45.382500,3.500000,0.000000,45.103333,0.200000,43.945833,0.900000
313,05/01/22 12:00:00 AM,0.650000,2.900000,44.183333,44.556667,0.600000,44.166,46.759167,2.691667,44.436667,2.400000,45.292,44.260833,3.500000,0.000000,44.515000,0.200000,42.405000,1.000000
314,05/01/22 01:00:00 AM,0.850000,2.950000,43.952500,44.385833,0.600000,44.052,46.219167,2.650000,43.461667,2.483333,44.797,44.286667,3.750000,0.000000,43.131667,0.350000,42.099167,1.200000
315,05/01/22 02:00:00 AM,1.200000,3.050000,42.359167,42.586667,0.600000,43.005,44.775833,2.733333,41.432500,2.733333,43.472,42.655000,3.950000,0.000000,42.047500,0.400000,41.531667,1.200000
316,05/01/22 03:00:00 AM,1.200000,3.300000,40.073333,39.875833,0.750000,41.716,44.093333,2.900000,38.173333,3.050000,42.795,41.603333,4.050000,0.000000,40.991667,0.550000,40.258333,1.200000
317,05/01/22 04:00:00 AM,1.550000,4.600000,36.367500,35.795000,1.550000,37.427,41.030000,2.900000,34.991667,4.991667,40.614,39.165833,4.200000,0.000000,40.860000,0.600000,36.071667,2.283333
318,05/01/22 05:00:00 AM,1.800000,5.200000,35.950000,35.255000,2.275000,37.232,39.842500,2.900000,33.983333,10.450000,39.406,37.651667,4.500000,0.050000,40.111667,0.600000,35.287500,2.566667
319,05/01/22 06:00:00 AM,1.800000,5.300000,36.196667,35.787500,2.050000,37.271,39.285000,2.900000,35.144167,5.591667,39.499,37.519167,4.700000,0.100000,40.707500,0.650000,36.110000,2.700000
320,05/01/22 07:00:00 AM,1.850000,4.100000,43.770833,43.851667,1.800000,43.273,40.782500,3.500000,43.993333,4.100000,43.367,42.840000,4.700000,0.600000,41.593333,1.200000,43.074167,2.250000
321,05/01/22 08:00:00 AM,1.800000,4.100000,50.583333,49.987500,1.750000,49.813,47.594167,3.500000,50.485833,3.550000,49.412,48.906667,4.991667,0.650000,47.163333,1.200000,49.525000,1.850000
322,05/01/22 09:00:00 AM,1.800000,4.100000,56.115000,53.005000,1.300000,53.536,52.670833,3.500000,53.660000,3.400000,53.226,52.810000,4.700000,1.100000,53.436667,1.200000,55.741667,2.100000
323,05/01/22 10:00:00 AM,1.850000,4.100000,59.725000,56.296667,1.400000,57.287,56.268333,3.550000,57.072500,3.450000,56.810,56.709167,4.700000,1.200000,58.397500,1.200000,59.205833,2.150000
324,05/01/22 11:00:00 AM,2.000000,4.100000,62.061667,59.417500,1.650000,60.126,59.463333,3.600000,60.295833,3.500000,59.856,59.380000,4.800000,1.200000,61.030000,1.250000,61.222500,2.150000
325,05/01/22 12:00:00 PM,2.300000,4.150000,64.687500,62.135833,1.750000,62.732,62.142500,4.000000,63.205000,3.500000,62.491,62.098333,5.200000,1.200000,62.650833,1.500000,63.828333,2.300000
326,05/01/22 01:00:00 PM,1.900000,4.150000,66.401667,64.565833,1.800000,64.846,64.639167,4.050000,65.303333,3.500000,64.245,64.596667,5.250000,1.550000,64.988333,1.750000,66.115000,2.400000
327,05/01/22 02:00:00 PM,2.400000,4.150000,67.651667,67.393333,1.800000,66.782,66.349167,4.050000,67.506667,3.500000,66.335,65.945833,5.300000,1.300000,66.870833,1.800000,67.640833,2.250000
328,05/01/22 03:00:00 PM,2.000000,4.100000,68.948333,68.415000,1.800000,67.468,67.370833,3.700000,68.640000,3.350000,66.936,66.894167,4.950000,1.300000,67.489167,1.500000,69.064167,1.950000
329,05/01/22 04:00:00 PM,1.850000,3.900000,70.035833,68.902500,1.250000,68.010,68.726667,3.500000,69.603333,3.200000,67.763,68.205833,4.700000,1.200000,68.484167,1.200000,70.296667,1.800000
330,05/01/22 05:00:00 PM,1.800000,3.600000,68.868333,67.805833,1.200000,66.953,67.819167,3.500000,68.407500,2.950000,66.865,67.159167,4.700000,0.900000,67.605833,1.300000,68.640833,1.800000
331,05/01/22 06:00:00 PM,1.750000,3.500000,66.588333,65.737500,1.200000,65.210,65.655833,3.400000,65.932500,2.900000,64.942,65.261667,4.550000,0.600000,65.338333,1.100000,66.783333,1.750000
332,05/01/22 07:00:00 PM,1.200000,3.500000,62.880000,62.001667,0.750000,61.589,62.030833,2.900000,61.408333,2.900000,61.249,61.796667,4.150000,0.600000,61.439167,0.600000,61.023333,1.200000
333,05/01/22 08:00:00 PM,1.200000,3.500000,60.350000,59.654167,0.650000,59.353,59.537500,2.900000,59.150833,2.858333,59.221,59.257500,4.100000,0.600000,59.215000,0.600000,58.295000,1.200000
334,05/01/22 09:00:00 PM,1.200000,3.500000,57.947500,57.159167,0.600000,57.177,56.971667,2.900000,57.185000,2.900000,56.904,57.095000,4.100000,0.550000,56.845833,0.600000,56.352500,1.200000
335,05/01/22 10:00:00 PM,1.200000,3.400000,56.129167,55.254167,0.600000,55.056,55.260833,2.900000,55.155833,2.816667,55.017,55.064167,4.100000,0.550000,54.967500,0.600000,54.303333,1.200000
336,05/01/22 11:00:00 PM,1.200000,3.350000,54.279167,53.484167,0.600000,53.103,53.513333,2.900000,52.877500,2.858333,52.932,53.125000,4.100000,0.450000,53.073333,0.600000,52.091667,1.200000
337,05/02/22 12:00:00 AM,1.200000,3.150000,52.394167,51.109167,0.600000,51.368,51.975000,2.900000,50.635000,2.733333,51.578,51.332500,4.100000,0.300000,51.985833,0.600000,49.660833,1.200000
338,05/02/22 01:00:00 AM,1.200000,3.050000,51.078333,49.321667,0.600000,50.274,50.972500,2.900000,48.664167,2.566667,50.388,50.022500,4.050000,0.200000,50.750000,0.600000,48.618333,1.200000
339,05/02/22 02:00:00 AM,1.150000,2.950000,50.141667,47.693333,0.600000,49.110,49.681667,2.900000,47.225833,2.441667,49.123,48.976667,4.000000,0.000000,49.399167,0.600000,47.686667,1.200000
340,05/02/22 03:00:00 AM,1.150000,3.150000,48.757500,46.245000,0.600000,48.657,48.584167,2.900000,45.235833,2.566667,48.876,48.086667,4.000000,0.000000,48.927500,0.600000,46.458333,1.200000
341,05/02/22 04:00:00 AM,1.200000,3.450000,48.335833,46.407500,0.600000,48.742,47.578333,2.900000,44.940000,2.900000,48.118,47.925000,4.100000,0.300000,47.440000,0.600000,46.327500,1.200000
342,05/02/22 05:00:00 AM,1.200000,3.500000,47.352500,46.870000,1.000000,48.802,47.851667,2.900000,45.770000,2.900000,48.314,48.053333,4.100000,0.500000,47.385000,0.600000,47.168333,1.500000
343,05/02/22 06:00:00 AM,1.200000,3.500000,48.035000,47.795833,1.150000,48.258,47.634167,2.900000,47.672500,2.900000,47.831,47.880000,4.100000,0.600000,47.457500,0.600000,48.026667,1.300000
344,05/02/22 07:00:00 AM,1.200000,3.500000,48.355000,47.865000,1.200000,48.152,47.983333,3.050000,48.092500,2.950000,47.759,47.807500,4.200000,8.783333,47.935833,0.600000,48.004167,1.891667
345,05/02/22 08:00:00 AM,1.250000,3.550000,48.455833,48.244167,1.200000,48.427,48.244167,3.250000,48.401667,2.950000,47.989,47.973333,4.300000,1.200000,48.226667,1.000000,48.204167,1.750000
346,05/02/22 09:00:00 AM,1.750000,4.050000,50.818333,50.841667,1.200000,50.629,50.501667,3.500000,51.383333,3.350000,50.387,50.260833,4.650000,1.200000,50.595000,1.200000,50.525000,1.800000
347,05/02/22 10:00:00 AM,1.800000,4.050000,53.426667,53.201667,1.200000,53.137,53.364167,3.500000,53.855000,3.500000,53.078,52.735833,4.700000,1.200000,53.617500,1.200000,53.503333,1.800000
348,05/02/22 11:00:00 AM,1.800000,4.100000,54.387500,54.218333,1.250000,54.176,54.390833,3.500000,55.068333,3.500000,54.157,53.682500,4.700000,1.200000,54.411667,1.200000,54.463333,2.141667
349,05/02/22 12:00:00 PM,1.800000,4.100000,55.155833,54.927500,1.733333,54.923,55.043333,3.500000,55.718333,3.700000,54.780,54.736667,4.900000,2.325000,54.977500,2.083333,55.135833,2.000000
350,05/02/22 01:00:00 PM,1.850000,4.100000,55.402500,55.205833,1.200000,55.081,55.231667,3.700000,55.765833,3.500000,54.980,54.781667,4.700000,1.250000,55.195833,1.200000,55.655833,1.800000
351,05/02/22 02:00:00 PM,1.800000,3.950000,55.947500,55.766667,1.200000,55.797,55.831667,3.500000,56.052500,3.250000,55.624,55.573333,4.700000,1.200000,55.805000,1.200000,55.868333,1.800000
352,05/02/22 03:00:00 PM,3.416667,3.950000,55.566667,55.490000,4.825000,55.383,55.299167,6.883333,55.837500,5.358333,55.248,55.096667,6.266667,2.758333,55.251667,4.583333,55.457500,4.691667
353,05/02/22 04:00:00 PM,1.800000,4.100000,55.370833,55.181667,1.200000,55.188,55.000000,3.550000,55.477500,3.500000,54.751,54.824167,4.700000,1.933333,55.051667,2.033333,55.055000,1.800000
354,05/02/22 05:00:00 PM,1.800000,4.250000,54.556667,54.363333,1.441667,54.429,54.089167,3.550000,54.550000,3.600000,54.052,54.099167,4.800000,1.533333,54.070000,1.491667,54.392500,1.941667
355,05/02/22 06:00:00 PM,4.883333,6.116667,52.970000,52.766667,5.225000,52.832,52.372500,5.666667,52.834167,8.316667,52.418,52.535833,5.691667,2.966667,52.230000,2.375000,52.825833,2.583333
356,05/02/22 07:00:00 PM,12.033333,7.208333,51.450000,51.122500,10.375000,51.287,50.769167,13.666667,51.194167,9.308333,50.853,50.906667,19.266667,13.900000,50.534167,13.266667,51.202500,15.525000
357,05/02/22 08:00:00 PM,100.000000,94.266667,48.375000,48.265000,100.000000,48.230,47.792500,98.725000,48.308333,100.000000,47.812,48.036667,100.000000,99.366667,47.695000,97.108333,48.189167,99.850000
358,05/02/22 09:00:00 PM,100.000000,100.000000,46.988333,46.725000,100.000000,46.789,46.329167,100.000000,46.812500,100.000000,46.336,46.470833,100.000000,100.000000,46.229167,100.000000,46.682500,100.000000
359,05/02/22 10:00:00 PM,100.000000,100.000000,46.688333,46.500000,100.000000,46.593,46.165833,100.000000,46.606667,100.000000,46.157,46.243333,100.000000,100.000000,45.881667,100.000000,46.422500,100.000000
360,05/02/22 11:00:00 PM,100.000000,100.000000,46.364167,46.213333,100.000000,46.321,45.891667,100.000000,46.301667,100.000000,45.862,45.897500,100.000000,100.000000,45.533333,100.000000,46.091667,100.000000
361,05/03/22 12:00:00 AM,100.000000,100.000000,45.900000,45.723333,100.000000,45.823,45.315833,100.000000,45.814167,100.000000,45.363,45.428333,100.000000,100.000000,44.928333,100.000000,45.576667,100.000000
362,05/03/22 01:00:00 AM,100.000000,100.000000,45.690000,45.540000,100.000000,45.658,45.116667,100.000000,45.640000,100.000000,45.180,45.235000,100.000000,100.000000,44.753333,100.000000,45.419167,100.000000
363,05/03/22 02:00:00 AM,100.000000,100.000000,45.169167,44.997500,100.000000,45.137,44.602500,100.000000,45.105833,100.000000,44.672,44.734167,100.000000,100.000000,44.317500,100.000000,44.914167,100.000000
364,05/03/22 03:00:00 AM,100.000000,100.000000,45.084167,44.966667,100.000000,45.067,44.520833,100.000000,45.049167,100.000000,44.612,44.643333,100.000000,100.000000,44.133333,100.000000,44.765833,100.000000
365,05/03/22 04:00:00 AM,100.000000,100.000000,45.146667,45.070833,83.041667,45.195,44.610000,100.000000,45.163333,94.700000,44.699,44.706667,100.000000,100.000000,44.070000,100.000000,44.784167,100.000000
366,05/03/22 05:00:00 AM,75.483333,77.900000,45.150000,45.055833,32.100000,45.207,44.614167,100.000000,45.146667,52.950000,44.692,44.690000,100.000000,100.000000,43.959167,100.000000,44.780000,100.000000
367,05/03/22 06:00:00 AM,29.616667,43.500000,45.475833,45.141667,19.850000,45.268,44.697500,61.625000,45.302500,33.200000,44.786,44.820833,57.891667,100.000000,44.164167,79.275000,45.059167,87.750000
368,05/03/22 07:00:00 AM,10.158333,13.241667,47.052500,46.200833,8.291667,46.396,45.961667,14.516667,46.502500,13.633333,45.942,46.008333,14.666667,40.083333,45.899167,14.008333,46.460833,11.358333
369,05/03/22 08:00:00 AM,6.400000,9.150000,47.733333,47.130833,5.100000,47.213,46.898333,9.000000,47.335833,8.850000,46.784,46.950000,9.950000,12.650000,46.738333,7.016667,47.387500,7.116667
370,05/03/22 09:00:00 AM,4.850000,7.558333,48.580833,47.992500,4.100000,48.148,47.780833,7.141667,48.515000,7.083333,47.740,47.948333,8.250000,4.700000,47.780000,4.650000,48.176667,5.450000
371,05/03/22 10:00:00 AM,4.050000,6.950000,49.515000,49.220833,3.300000,49.271,49.127500,6.250000,49.953333,6.000000,49.034,49.198333,7.441667,3.450000,49.575000,3.500000,49.317500,4.600000
372,05/03/22 11:00:00 AM,3.450000,6.000000,52.007500,51.346667,2.775000,51.112,51.380833,5.200000,51.875833,5.150000,51.044,51.171667,6.500000,2.650000,52.036667,2.650000,51.407500,3.750000
373,05/03/22 12:00:00 PM,2.950000,5.600000,52.899167,52.300833,2.400000,52.334,52.113333,4.800000,52.905000,4.800000,52.180,52.430000,6.450000,2.400000,52.541667,2.400000,52.592500,3.450000
374,05/03/22 01:00:00 PM,2.900000,5.300000,53.921667,53.705000,2.400000,53.477,53.735833,4.700000,54.636667,4.700000,53.521,53.293333,5.900000,2.350000,53.968333,2.400000,53.787500,2.900000
375,05/03/22 02:00:00 PM,2.900000,5.300000,53.860000,53.800833,2.400000,53.472,53.520833,4.700000,54.482500,4.700000,53.279,53.461667,5.900000,2.350000,53.675000,2.400000,53.757500,2.900000
376,05/03/22 03:00:00 PM,2.900000,5.300000,54.355833,54.179167,2.400000,54.237,54.133333,4.700000,54.913333,4.700000,54.072,54.025833,5.900000,2.300000,54.456667,2.400000,54.466667,2.900000
377,05/03/22 04:00:00 PM,2.900000,5.300000,54.003333,53.715833,2.400000,53.758,53.561667,4.700000,54.125000,4.700000,53.393,53.435000,5.900000,2.350000,53.313333,2.400000,54.198333,3.050000
378,05/03/22 05:00:00 PM,2.900000,5.300000,54.183333,53.932500,2.400000,53.937,53.748333,4.700000,54.155000,4.700000,53.653,53.575000,5.950000,2.400000,53.557500,2.400000,54.346667,3.000000
379,05/03/22 06:00:00 PM,3.150000,5.450000,54.002500,53.652500,2.400000,53.665,53.376667,4.850000,53.975000,4.700000,53.402,53.334167,6.400000,2.400000,53.195000,2.400000,53.960833,3.450000
380,05/03/22 07:00:00 PM,3.500000,5.850000,53.136667,52.815833,2.733333,52.917,52.370833,5.350000,52.860833,5.200000,52.603,52.657500,6.500000,2.733333,52.128333,2.775000,52.927500,3.500000
